      Time            FairTen1            FairTen2            FairTen3            FairTen4            FairTen5            FairTen6            FairTen7            FairTen8
    0.0000       2.5860722e+05       2.5860722e+05       2.5860722e+05       2.5860722e+05       2.5860722e+05       2.5860722e+05       2.5860722e+05       2.5860722e+05
    0.0200       2.5880836e+05       2.5880835e+05       2.5880835e+05       2.5880835e+05       2.5880833e+05       2.5880832e+05       2.5880833e+05       2.5880834e+05
    0.0400       2.5951194e+05       2.5951193e+05       2.5951189e+05       2.5951190e+05       2.5951180e+05       2.5951176e+05       2.5951180e+05       2.5951183e+05
    0.0600       2.5978334e+05       2.5978336e+05       2.5978329e+05       2.5978332e+05       2.5978309e+05       2.5978299e+05       2.5978306e+05       2.5978311e+05
    0.0800       2.6051124e+05       2.6051133e+05       2.6051118e+05       2.6051125e+05       2.6051088e+05       2.6051067e+05       2.6051082e+05       2.6051087e+05
    0.1000       2.6102122e+05       2.6102138e+05       2.6102115e+05       2.6102128e+05       2.6102071e+05       2.6102038e+05       2.6102060e+05       2.6102065e+05
    0.1200       2.6184884e+05       2.6184908e+05       2.6184876e+05       2.6184895e+05       2.6184817e+05       2.6184770e+05       2.6184802e+05       2.6184807e+05
    0.1400       2.6257171e+05       2.6257204e+05       2.6257162e+05       2.6257187e+05       2.6257085e+05       2.6257023e+05       2.6257065e+05       2.6257069e+05
    0.1600       2.6353479e+05       2.6353521e+05       2.6353467e+05       2.6353498e+05       2.6353373e+05       2.6353295e+05       2.6353349e+05       2.6353353e+05
    0.1800       2.6446585e+05       2.6446637e+05       2.6446570e+05       2.6446608e+05       2.6446455e+05       2.6446360e+05       2.6446427e+05       2.6446431e+05
    0.2000       2.6558027e+05       2.6558088e+05       2.6558007e+05       2.6558053e+05       2.6557871e+05       2.6557759e+05       2.6557840e+05       2.6557845e+05
    0.2200       2.6670654e+05       2.6670725e+05       2.6670629e+05       2.6670683e+05       2.6670469e+05       2.6670337e+05       2.6670434e+05       2.6670440e+05
    0.2400       2.6797024e+05       2.6797106e+05       2.6796993e+05       2.6797057e+05       2.6796809e+05       2.6796657e+05       2.6796770e+05       2.6796777e+05
    0.2600       2.6926933e+05       2.6927027e+05       2.6926896e+05       2.6926969e+05       2.6926685e+05       2.6926511e+05       2.6926643e+05       2.6926649e+05
    0.2800       2.7067065e+05       2.7067171e+05       2.7067019e+05       2.7067103e+05       2.7066781e+05       2.7066585e+05       2.7066737e+05       2.7066743e+05
    0.3000       2.7211889e+05       2.7212008e+05       2.7211833e+05       2.7211928e+05       2.7211567e+05       2.7211347e+05       2.7211522e+05       2.7211528e+05
    0.3200       2.7364483e+05       2.7364614e+05       2.7364415e+05       2.7364522e+05       2.7364120e+05       2.7363878e+05       2.7364077e+05       2.7364082e+05
    0.3400       2.7522206e+05       2.7522348e+05       2.7522123e+05       2.7522242e+05       2.7521798e+05       2.7521533e+05       2.7521758e+05       2.7521763e+05
    0.3600       2.7686062e+05       2.7686215e+05       2.7685961e+05       2.7686092e+05       2.7685607e+05       2.7685320e+05       2.7685574e+05       2.7685577e+05
    0.3800       2.7854987e+05       2.7855149e+05       2.7854864e+05       2.7855009e+05       2.7854482e+05       2.7854173e+05       2.7854458e+05       2.7854459e+05
    0.4000       2.8028840e+05       2.8029010e+05       2.8028692e+05       2.8028851e+05       2.8028280e+05       2.8027952e+05       2.8028270e+05       2.8028269e+05
    0.4200       2.8207274e+05       2.8207452e+05       2.8207097e+05       2.8207271e+05       2.8206657e+05       2.8206310e+05       2.8206665e+05       2.8206661e+05
    0.4400       2.8389582e+05       2.8389764e+05       2.8389370e+05       2.8389559e+05       2.8388902e+05       2.8388538e+05       2.8388932e+05       2.8388924e+05
    0.4600       2.8575664e+05       2.8575850e+05       2.8575413e+05       2.8575618e+05       2.8574917e+05       2.8574539e+05       2.8574976e+05       2.8574963e+05
    0.4800       2.8764599e+05       2.8764786e+05       2.8764302e+05       2.8764525e+05       2.8763780e+05       2.8763390e+05       2.8763874e+05       2.8763855e+05
    0.5000       2.8956329e+05       2.8956515e+05       2.8955980e+05       2.8956221e+05       2.8955433e+05       2.8955033e+05       2.8955568e+05       2.8955542e+05
    0.5200       2.9149924e+05       2.9150106e+05       2.9149514e+05       2.9149775e+05       2.9148945e+05       2.9148538e+05       2.9149129e+05       2.9149094e+05
    0.5400       2.9345289e+05       2.9345463e+05       2.9344811e+05       2.9345093e+05       2.9344220e+05       2.9343810e+05       2.9344462e+05       2.9344416e+05
    0.5600       2.9541574e+05       2.9541737e+05       2.9541019e+05       2.9541323e+05       2.9540408e+05       2.9540000e+05       2.9540718e+05       2.9540659e+05
    0.5800       2.9738619e+05       2.9738767e+05       2.9737977e+05       2.9738305e+05       2.9737348e+05       2.9736946e+05       2.9737737e+05       2.9737663e+05
    0.6000       2.9935668e+05       2.9935796e+05       2.9934927e+05       2.9935281e+05       2.9934284e+05       2.9933893e+05       2.9934762e+05       2.9934670e+05
    0.6200       3.0132484e+05       3.0132589e+05       3.0131634e+05       3.0132016e+05       3.0130978e+05       3.0130603e+05       3.0131558e+05       3.0131446e+05
    0.6400       3.0328386e+05       3.0328462e+05       3.0327414e+05       3.0327826e+05       3.0326748e+05       3.0326395e+05       3.0327443e+05       3.0327308e+05
    0.6600       3.0523069e+05       3.0523111e+05       3.0521961e+05       3.0522406e+05       3.0521289e+05       3.0520963e+05       3.0522112e+05       3.0521951e+05
    0.6800       3.0715911e+05       3.0715913e+05       3.0714653e+05       3.0715134e+05       3.0713977e+05       3.0713685e+05       3.0714945e+05       3.0714754e+05
    0.7000       3.0906560e+05       3.0906516e+05       3.0905137e+05       3.0905656e+05       3.0904460e+05       3.0904209e+05       3.0905589e+05       3.0905364e+05
    0.7200       3.1094448e+05       3.1094352e+05       3.1092843e+05       3.1093404e+05       3.1092169e+05       3.1091966e+05       3.1093475e+05       3.1093212e+05
    0.7400       3.1279198e+05       3.1279044e+05       3.1277394e+05       3.1278001e+05       3.1276727e+05       3.1276580e+05       3.1278229e+05       3.1277924e+05
    0.7600       3.1460295e+05       3.1460075e+05       3.1458274e+05       3.1458930e+05       3.1457616e+05       3.1457534e+05       3.1459334e+05       3.1458981e+05
    0.7800       3.1637359e+05       3.1637065e+05       3.1635100e+05       3.1635810e+05       3.1634456e+05       3.1634446e+05       3.1636411e+05       3.1636005e+05
    0.8000       3.1809919e+05       3.1809544e+05       3.1807403e+05       3.1808171e+05       3.1806775e+05       3.1806847e+05       3.1808989e+05       3.1808524e+05
    0.8200       3.1977605e+05       3.1977141e+05       3.1974809e+05       3.1975640e+05       3.1974202e+05       3.1974366e+05       3.1976697e+05       3.1976168e+05
    0.8400       3.2139989e+05       3.2139426e+05       3.2136890e+05       3.2137790e+05       3.2136309e+05       3.2136572e+05       3.2139109e+05       3.2138508e+05
    0.8600       3.2296716e+05       3.2296046e+05       3.2293290e+05       3.2294264e+05       3.2292737e+05       3.2293112e+05       3.2295868e+05       3.2295189e+05
    0.8800       3.2447396e+05       3.2446610e+05       3.2443618e+05       3.2444673e+05       3.2443098e+05       3.2443594e+05       3.2446586e+05       3.2445821e+05
    0.9000       3.2591696e+05       3.2590785e+05       3.2587540e+05       3.2588682e+05       3.2587057e+05       3.2587685e+05       3.2590929e+05       3.2590071e+05
    0.9200       3.2729267e+05       3.2728219e+05       3.2724705e+05       3.2725941e+05       3.2724263e+05       3.2725033e+05       3.2728547e+05       3.2727588e+05
    0.9400       3.2859801e+05       3.2858608e+05       3.2854806e+05       3.2856143e+05       3.2854408e+05       3.2855333e+05       3.2859135e+05       3.2858066e+05
    0.9600       3.2982989e+05       3.2981641e+05       3.2977531e+05       3.2978977e+05       3.2977181e+05       3.2978272e+05       3.2982382e+05       3.2981194e+05
    0.9800       3.3098560e+05       3.3097044e+05       3.3092608e+05       3.3094170e+05       3.3092310e+05       3.3093579e+05       3.3098015e+05       3.3096699e+05
    1.0000       3.3206244e+05       3.3204551e+05       3.3199767e+05       3.3201455e+05       3.3199525e+05       3.3200984e+05       3.3205768e+05       3.3204314e+05
    1.0200       3.3305809e+05       3.3303926e+05       3.3298774e+05       3.3300597e+05       3.3298591e+05       3.3300253e+05       3.3305405e+05       3.3303803e+05
    1.0400       3.3397030e+05       3.3394946e+05       3.3389403e+05       3.3391370e+05       3.3389283e+05       3.3391161e+05       3.3396704e+05       3.3394942e+05
    1.0600       3.3479714e+05       3.3477418e+05       3.3471462e+05       3.3473583e+05       3.3471407e+05       3.3473514e+05       3.3479470e+05       3.3477539e+05
    1.0800       3.3553683e+05       3.3551162e+05       3.3544769e+05       3.3547054e+05       3.3544783e+05       3.3547131e+05       3.3553524e+05       3.3551412e+05
    1.1000       3.3618786e+05       3.3616028e+05       3.3609174e+05       3.3611635e+05       3.3609261e+05       3.3611864e+05       3.3618718e+05       3.3616412e+05
    1.1200       3.3674890e+05       3.3671884e+05       3.3664544e+05       3.3667191e+05       3.3664706e+05       3.3667577e+05       3.3674917e+05       3.3672405e+05
    1.1400       3.3721892e+05       3.3718624e+05       3.3710774e+05       3.3713619e+05       3.3711013e+05       3.3714166e+05       3.3722017e+05       3.3719286e+05
    1.1600       3.3759708e+05       3.3756166e+05       3.3747779e+05       3.3750834e+05       3.3748099e+05       3.3751547e+05       3.3759934e+05       3.3756972e+05
    1.1800       3.3788295e+05       3.3784467e+05       3.3775519e+05       3.3778796e+05       3.3775920e+05       3.3779677e+05       3.3788625e+05       3.3785420e+05
    1.2000       3.3807630e+05       3.3803504e+05       3.3793969e+05       3.3797479e+05       3.3794454e+05       3.3798531e+05       3.3808067e+05       3.3804604e+05
    1.2200       3.3817717e+05       3.3813280e+05       3.3803132e+05       3.3806889e+05       3.3803702e+05       3.3808114e+05       3.3818263e+05       3.3814529e+05
    1.2400       3.3818581e+05       3.3813822e+05       3.3803035e+05       3.3807051e+05       3.3803692e+05       3.3808450e+05       3.3819238e+05       3.3815221e+05
    1.2600       3.3810273e+05       3.3805180e+05       3.3793726e+05       3.3798015e+05       3.3794471e+05       3.3799589e+05       3.3811044e+05       3.3806728e+05
    1.2800       3.3792844e+05       3.3787402e+05       3.3775253e+05       3.3779829e+05       3.3776087e+05       3.3781580e+05       3.3793730e+05       3.3789101e+05
    1.3000       3.3766345e+05       3.3760542e+05       3.3747666e+05       3.3752545e+05       3.3748589e+05       3.3754471e+05       3.3767348e+05       3.3762390e+05
    1.3200       3.3730828e+05       3.3724647e+05       3.3711011e+05       3.3716209e+05       3.3712025e+05       3.3718312e+05       3.3731949e+05       3.3726644e+05
    1.3400       3.3686351e+05       3.3679778e+05       3.3665347e+05       3.3670881e+05       3.3666453e+05       3.3673161e+05       3.3687592e+05       3.3681922e+05
    1.3600       3.3633018e+05       3.3626038e+05       3.3610781e+05       3.3616668e+05       3.3611978e+05       3.3619122e+05       3.3634379e+05       3.3628328e+05
    1.3800       3.3570967e+05       3.3563566e+05       3.3547450e+05       3.3553706e+05       3.3548738e+05       3.3556332e+05       3.3572449e+05       3.3565999e+05
    1.4000       3.3500367e+05       3.3492530e+05       3.3475523e+05       3.3482166e+05       3.3476902e+05       3.3484961e+05       3.3501968e+05       3.3495102e+05
    1.4200       3.3421413e+05       3.3413127e+05       3.3395198e+05       3.3402245e+05       3.3396667e+05       3.3405204e+05       3.3423134e+05       3.3415835e+05
    1.4400       3.3334330e+05       3.3325582e+05       3.3306698e+05       3.3314166e+05       3.3308256e+05       3.3317285e+05       3.3336169e+05       3.3328420e+05
    1.4600       3.3239364e+05       3.3230142e+05       3.3210273e+05       3.3218178e+05       3.3211917e+05       3.3221451e+05       3.3241320e+05       3.3233103e+05
    1.4800       3.3136786e+05       3.3127076e+05       3.3106192e+05       3.3114552e+05       3.3107921e+05       3.3117971e+05       3.3138856e+05       3.3130155e+05
    1.5000       3.3026886e+05       3.3016676e+05       3.2994746e+05       3.3003578e+05       3.2996558e+05       3.3007138e+05       3.3029068e+05       3.3019865e+05
    1.5200       3.2909975e+05       3.2899253e+05       3.2876248e+05       3.2885569e+05       3.2878139e+05       3.2889260e+05       3.2912266e+05       3.2902545e+05
    1.5400       3.2786382e+05       3.2775137e+05       3.2751028e+05       3.2760855e+05       3.2752996e+05       3.2764669e+05       3.2788779e+05       3.2778523e+05
    1.5600       3.2656453e+05       3.2644674e+05       3.2619433e+05       3.2629783e+05       3.2621474e+05       3.2633710e+05       3.2658953e+05       3.2648145e+05
    1.5800       3.2520552e+05       3.2508227e+05       3.2481826e+05       3.2492715e+05       3.2483937e+05       3.2496747e+05       3.2523149e+05       3.2511773e+05
    1.6000       3.2379053e+05       3.2366172e+05       3.2338585e+05       3.2350030e+05       3.2340761e+05       3.2354154e+05       3.2381743e+05       3.2369783e+05
    1.6200       3.2232345e+05       3.2218899e+05       3.2190099e+05       3.2202117e+05       3.2192337e+05       3.2206322e+05       3.2235124e+05       3.2222565e+05
    1.6400       3.2080829e+05       3.2066808e+05       3.2036770e+05       3.2049377e+05       3.2039066e+05       3.2053652e+05       3.2083691e+05       3.2070518e+05
    1.6600       3.1924916e+05       3.1910310e+05       3.1879010e+05       3.1892222e+05       3.1881358e+05       3.1896553e+05       3.1927855e+05       3.1914052e+05
    1.6800       3.1765023e+05       3.1749824e+05       3.1717238e+05       3.1731070e+05       3.1719635e+05       3.1735446e+05       3.1768033e+05       3.1753587e+05
    1.7000       3.1601576e+05       3.1585776e+05       3.1551882e+05       3.1566350e+05       3.1554322e+05       3.1570757e+05       3.1604652e+05       3.1589547e+05
    1.7200       3.1435006e+05       3.1418597e+05       3.1383374e+05       3.1398493e+05       3.1385852e+05       3.1402917e+05       3.1438142e+05       3.1422365e+05
    1.7400       3.1265750e+05       3.1248725e+05       3.1212153e+05       3.1227936e+05       3.1214663e+05       3.1232364e+05       3.1268938e+05       3.1252477e+05
    1.7600       3.1094246e+05       3.1076599e+05       3.1038657e+05       3.1055119e+05       3.1041194e+05       3.1059537e+05       3.1097480e+05       3.1080321e+05
    1.7800       3.0920935e+05       3.0902659e+05       3.0863331e+05       3.0880484e+05       3.0865889e+05       3.0884877e+05       3.0924208e+05       3.0906339e+05
    1.8000       3.0746258e+05       3.0727348e+05       3.0686616e+05       3.0704474e+05       3.0689191e+05       3.0708828e+05       3.0749562e+05       3.0730973e+05
    1.8200       3.0570657e+05       3.0551108e+05       3.0508958e+05       3.0527534e+05       3.0511543e+05       3.0531834e+05       3.0573986e+05       3.0554666e+05
    1.8400       3.0394574e+05       3.0374382e+05       3.0330800e+05       3.0350104e+05       3.0333389e+05       3.0354335e+05       3.0397920e+05       3.0377858e+05
    1.8600       3.0218447e+05       3.0197608e+05       3.0152582e+05       3.0172625e+05       3.0155169e+05       3.0176773e+05       3.0221802e+05       3.0200990e+05
    1.8800       3.0042713e+05       3.0021223e+05       2.9974742e+05       2.9995535e+05       2.9977322e+05       2.9999585e+05       3.0046069e+05       3.0024499e+05
    1.9000       2.9867802e+05       2.9845660e+05       2.9797714e+05       2.9819266e+05       2.9800281e+05       2.9823203e+05       2.9871153e+05       2.9848815e+05
