      Time            FairTen1            FairTen2            FairTen3            FairTen4            FairTen5            FairTen6            FairTen7            FairTen8
    0.0000       9.4050466e+04       9.4050466e+04       9.4050466e+04       9.4050466e+04       9.4050466e+04       9.4050466e+04       9.4050466e+04       9.4050466e+04
    0.0200       9.4234813e+04       9.4234808e+04       9.4234809e+04       9.4234802e+04       9.4234791e+04       9.4234787e+04       9.4234786e+04       9.4234802e+04
    0.0400       9.4996561e+04       9.4996542e+04       9.4996545e+04       9.4996515e+04       9.4996447e+04       9.4996416e+04       9.4996413e+04       9.4996493e+04
    0.0600       9.5747039e+04       9.5747008e+04       9.5747037e+04       9.5746987e+04       9.5746768e+04       9.5746680e+04       9.5746651e+04       9.5746820e+04
    0.0800       9.7081515e+04       9.7081507e+04       9.7081560e+04       9.7081495e+04       9.7081020e+04       9.7080805e+04       9.7080752e+04       9.7081040e+04
    0.1000       9.8589845e+04       9.8589909e+04       9.8589992e+04       9.8589932e+04       9.8589061e+04       9.8588633e+04       9.8588551e+04       9.8588974e+04
    0.1200       1.0054009e+05       1.0054029e+05       1.0054039e+05       1.0054035e+05       1.0053898e+05       1.0053825e+05       1.0053815e+05       1.0053872e+05
    0.1400       1.0268506e+05       1.0268544e+05       1.0268556e+05       1.0268557e+05       1.0268356e+05       1.0268245e+05       1.0268233e+05       1.0268305e+05
    0.1600       1.0514306e+05       1.0514367e+05       1.0514379e+05       1.0514385e+05       1.0514115e+05       1.0513960e+05       1.0513947e+05       1.0514035e+05
    0.1800       1.0779411e+05       1.0779496e+05       1.0779510e+05       1.0779522e+05       1.0779174e+05       1.0778970e+05       1.0778956e+05       1.0779063e+05
    0.2000       1.1069645e+05       1.1069754e+05       1.1069769e+05       1.1069786e+05       1.1069357e+05       1.1069104e+05       1.1069089e+05       1.1069216e+05
    0.2200       1.1381182e+05       1.1381314e+05       1.1381331e+05       1.1381352e+05       1.1380837e+05       1.1380534e+05       1.1380518e+05       1.1380667e+05
    0.2400       1.1717151e+05       1.1717306e+05       1.1717324e+05       1.1717348e+05       1.1716745e+05       1.1716391e+05       1.1716373e+05       1.1716548e+05
    0.2600       1.2076942e+05       1.2077119e+05       1.2077139e+05       1.2077166e+05       1.2076469e+05       1.2076063e+05       1.2076043e+05       1.2076245e+05
    0.2800       1.2461486e+05       1.2461685e+05       1.2461706e+05       1.2461737e+05       1.2460940e+05       1.2460480e+05       1.2460459e+05       1.2460689e+05
    0.3000       1.2870176e+05       1.2870399e+05       1.2870420e+05       1.2870455e+05       1.2869552e+05       1.2869035e+05       1.2869013e+05       1.2869273e+05
    0.3200       1.3302079e+05       1.3302327e+05       1.3302348e+05       1.3302388e+05       1.3301372e+05       1.3300795e+05       1.3300774e+05       1.3301064e+05
    0.3400       1.3755847e+05       1.3756122e+05       1.3756141e+05       1.3756186e+05       1.3755051e+05       1.3754411e+05       1.3754392e+05       1.3754713e+05
    0.3600       1.4229758e+05       1.4230061e+05       1.4230076e+05       1.4230127e+05       1.4228869e+05       1.4228163e+05       1.4228148e+05       1.4228500e+05
    0.3800       1.4722281e+05       1.4722614e+05       1.4722621e+05       1.4722679e+05       1.4721293e+05       1.4720521e+05       1.4720513e+05       1.4720895e+05
    0.4000       1.5231850e+05       1.5232212e+05       1.5232210e+05       1.5232276e+05       1.5230759e+05       1.5229920e+05       1.5229921e+05       1.5230333e+05
    0.4200       1.5757235e+05       1.5757624e+05       1.5757611e+05       1.5757685e+05       1.5756034e+05       1.5755130e+05       1.5755143e+05       1.5755584e+05
    0.4400       1.6297267e+05       1.6297683e+05       1.6297655e+05       1.6297737e+05       1.6295950e+05       1.6294983e+05       1.6295010e+05       1.6295481e+05
    0.4600       1.6850941e+05       1.6851381e+05       1.6851335e+05       1.6851427e+05       1.6849502e+05       1.6848472e+05       1.6848518e+05       1.6849016e+05
    0.4800       1.7417191e+05       1.7417655e+05       1.7417587e+05       1.7417689e+05       1.7415625e+05       1.7414535e+05       1.7414602e+05       1.7415127e+05
    0.5000       1.7994920e+05       1.7995406e+05       1.7995311e+05       1.7995424e+05       1.7993218e+05       1.7992070e+05       1.7992165e+05       1.7992714e+05
    0.5200       1.8582890e+05       1.8583397e+05       1.8583269e+05       1.8583396e+05       1.8581047e+05       1.8579842e+05       1.8579969e+05       1.8580541e+05
    0.5400       1.9179763e+05       1.9180288e+05       1.9180123e+05       1.9180265e+05       1.9177770e+05       1.9176511e+05       1.9176677e+05       1.9177267e+05
    0.5600       1.9784101e+05       1.9784645e+05       1.9784434e+05       1.9784594e+05       1.9781951e+05       1.9780641e+05       1.9780852e+05       1.9781458e+05
    0.5800       2.0394424e+05       2.0394985e+05       2.0394722e+05       2.0394902e+05       2.0392110e+05       2.0390752e+05       2.0391015e+05       2.0391632e+05
    0.6000       2.1009244e+05       2.1009818e+05       2.1009494e+05       2.1009698e+05       2.1006755e+05       2.1005352e+05       2.1005676e+05       2.1006301e+05
    0.6200       2.1627094e+05       2.1627680e+05       2.1627288e+05       2.1627517e+05       2.1624422e+05       2.1622980e+05       2.1623372e+05       2.1623999e+05
    0.6400       2.2246552e+05       2.2247147e+05       2.2246676e+05       2.2246935e+05       2.2243686e+05       2.2242208e+05       2.2242679e+05       2.2243303e+05
    0.6600       2.2866232e+05       2.2866834e+05       2.2866273e+05       2.2866566e+05       2.2863162e+05       2.2861653e+05       2.2862213e+05       2.2862828e+05
    0.6800       2.3484781e+05       2.3485387e+05       2.3484726e+05       2.3485056e+05       2.3481495e+05       2.3479960e+05       2.3480621e+05       2.3481220e+05
