time,relative_surge,relative_sway,relative_heave,relative_roll,relative_pitch,relative_yaw
0,25.7,3.5527136788005e-15,0,-6.7762635780344e-21,5.42101086242752e-20,-5.55111479225354e-17
0.02,25.6999999935431,-4.38102887301284e-11,2.08182795446987e-08,5.85356354608738e-13,5.86990281534044e-09,1.08089395228764e-11
0.04,25.7000235118645,-5.05253616722712e-09,6.40377794267621e-05,3.34389045959991e-09,-2.13744947610383e-05,-2.48047242178678e-09
0.06,25.7000964496651,-3.25720002081198e-08,0.000312550142432144,1.50307590117919e-08,-8.76832415520286e-05,-1.13336423134495e-08
0.08,25.7002229089358,-1.02191565432008e-07,0.000808423320456164,3.83604500836528e-08,-0.000202656047386163,-2.55760084060915e-08
0.1,25.7004039065491,-2.3149721783966e-07,0.00157954527172688,7.46601161126414e-08,-0.000367231906901692,-4.56303638739976e-08
0.12,25.7006387202966,-4.28713335054454e-07,0.00262081798860248,1.24128656145071e-07,-0.000580776328476524,-7.14201291325272e-08
0.14,25.7009254437687,-6.91276998310286e-07,0.00390695662194585,1.85824617337543e-07,-0.000841582580323635,-1.0267112501144e-07
0.16,25.7012618994717,-1.00830545157748e-06,0.00540749727667844,2.58311487952137e-07,-0.00114769873882533,-1.38906643018325e-07
0.18,25.7016462330554,-1.36576191778204e-06,0.00709793799275538,3.40174734366476e-07,-0.00149746707112147,-1.7960948445765e-07
0.2,25.7020771178941,-1.75152334058737e-06,0.00896442180166357,4.3038033710216e-07,-0.00188971131466498,-2.24326723487056e-07
0.22,25.7025536530389,-2.1584316520773e-06,0.0110027641483885,5.28372758213809e-07,-0.00232364579487927,-2.72716737766357e-07
0.24,25.7030751079992,-2.58467378699834e-06,0.0132143081967282,6.33969169438042e-07,-0.00279864440745837,-3.24525075483537e-07
0.26,25.7036406605423,-3.03209250951397e-06,0.0156012319616954,7.47149269172752e-07,-0.00331400174802895,-3.79517285178658e-07
0.28,25.7042492391394,-3.50364926582358e-06,0.0181631913158808,8.6785065837651e-07,-0.00386878819270863,-4.37414459075466e-07
0.3,25.7048994824227,-4.00122445576301e-06,0.0208959572408927,9.95838149276065e-07,-0.00446181095328751,-4.97855796210326e-07
0.32,25.7055897878242,-4.52444538368013e-06,0.0237917593445527,1.13066744909732e-06,-0.00509165657289812,-5.60397406083577e-07
0.34,25.7063184017711,-5.07062930488189e-06,0.0268405818321957,1.27172404840346e-06,-0.00575677198956092,-6.24539509640316e-07
0.36,25.7070835000887,-5.63549697574217e-06,0.0300315972638008,1.41829753055112e-06,-0.00645553745060437,-6.89761684837219e-07
0.38,25.7078832367616,-6.21415007628912e-06,0.0333542047918414,1.56965418087566e-06,-0.00718631106564567,-7.55551144332217e-07
0.4,25.708715757506,-6.80188785295854e-06,0.0367984865269206,1.72508463461512e-06,-0.00794744135328251,-8.21415502273368e-07
0.42,25.7095791877914,-7.39464760357578e-06,0.0403551637947785,1.88392009197298e-06,-0.00873725624324137,-8.86879919414362e-07
0.44,25.7104716136728,-7.98906245691455e-06,0.0440152797283222,2.04552445377403e-06,-0.00955404515688138,-9.51476208186862e-07
0.46,25.7113910681909,-8.58226318634081e-06,0.0477698254537073,2.20927602835265e-06,-0.0103960458655357,-1.01473184859546e-06
0.48,25.7123355276646,-9.17158694768716e-06,0.0516094550292072,2.37455003044033e-06,-0.0112614402420519,-1.0761640338887e-06
0.5,25.7133029142491,-9.75432585370584e-06,0.0555243623340993,2.54070558239266e-06,-0.0121483558145515,-1.13527968331883e-06
0.52,25.7142911027631,-1.03275849987483e-05,0.0595043088418583,2.70708012287508e-06,-0.0130548714285465,-1.19158026902984e-06
0.54,25.7152979326869,-1.08882521825393e-05,0.0635387315525806,2.87299326572776e-06,-0.0139790278309019,-1.24456983467251e-06
0.56,25.7163212192419,-1.14330467919643e-05,0.0676168722267962,3.03775393341383e-06,-0.0149188375843465,-1.29376268235434e-06
0.58,25.7173587606415,-1.19586066276156e-05,0.0717278920970661,3.20066742378387e-06,-0.0158722916085785,-1.33868822768008e-06
0.6,25.7184083435759,-1.24615742915779e-05,0.0758609464021025,3.36104234166623e-06,-0.0168373641431466,-1.37889320359037e-06
0.62,25.7194677469583,-1.29386624330152e-05,0.0800052229322881,3.51819466265119e-06,-0.0178120161341738,-1.41394179868068e-06
0.64,25.7205347452867,-1.33866921299131e-05,0.0841499574163831,3.67145019525046e-06,-0.0187941982769142,-1.44341479790773e-06
0.66,25.7216071124814,-1.38026070874986e-05,0.0882844370536935,3.82014603974097e-06,-0.0197818545085399,-1.46690894310498e-06
