      Time            FairTen1            FairTen2            FairTen3            FairTen4            FairTen5            FairTen6            FairTen7            FairTen8
    0.7000       3.0927299e+05       3.0927271e+05       3.0925908e+05       3.0926424e+05       3.0925214e+05       3.0924943e+05       3.0926306e+05       3.0926089e+05
    0.7200       3.1117694e+05       3.1117615e+05       3.1116124e+05       3.1116681e+05       3.1115432e+05       3.1115208e+05       3.1116699e+05       3.1116444e+05
    0.7400       3.1304960e+05       3.1304823e+05       3.1303193e+05       3.1303795e+05       3.1302506e+05       3.1302337e+05       3.1303967e+05       3.1303671e+05
    0.7600       3.1488637e+05       3.1488434e+05       3.1486654e+05       3.1487305e+05       3.1485976e+05       3.1485870e+05       3.1487650e+05       3.1487307e+05
    0.7800       3.1668255e+05       3.1667980e+05       3.1666038e+05       3.1666742e+05       3.1665372e+05       3.1665338e+05       3.1667280e+05       3.1666886e+05
    0.8000       3.1843402e+05       3.1843047e+05       3.1840929e+05       3.1841691e+05       3.1840280e+05       3.1840326e+05       3.1842444e+05       3.1841992e+05
    0.8200       3.2013643e+05       3.2013200e+05       3.2010893e+05       3.2011717e+05       3.2010265e+05       3.2010400e+05       3.2012706e+05       3.2012191e+05
    0.8400       3.2178569e+05       3.2178028e+05       3.2175519e+05       3.2176410e+05       3.2174915e+05       3.2175150e+05       3.2177659e+05       3.2177074e+05
    0.8600       3.2337795e+05       3.2337149e+05       3.2334421e+05       3.2335385e+05       3.2333845e+05       3.2334190e+05       3.2336917e+05       3.2336255e+05
    0.8800       3.2490935e+05       3.2490173e+05       3.2487211e+05       3.2488254e+05       3.2486667e+05       3.2487132e+05       3.2490094e+05       3.2489347e+05
    0.9000       3.2637628e+05       3.2636741e+05       3.2633529e+05       3.2634658e+05       3.2633021e+05       3.2633617e+05       3.2636829e+05       3.2635991e+05
    0.9200       3.2777529e+05       3.2776507e+05       3.2773028e+05       3.2774249e+05       3.2772560e+05       3.2773299e+05       3.2776778e+05       3.2775841e+05
    0.9400       3.2910305e+05       3.2909138e+05       3.2905372e+05       3.2906693e+05       3.2904949e+05       3.2905841e+05       3.2909607e+05       3.2908561e+05
    0.9600       3.3035646e+05       3.3034324e+05       3.3030253e+05       3.3031681e+05       3.3029878e+05       3.3030935e+05       3.3035006e+05       3.3033843e+05
    0.9800       3.3153260e+05       3.3151771e+05       3.3147375e+05       3.3148918e+05       3.3147052e+05       3.3148287e+05       3.3152684e+05       3.3151394e+05
    1.0000       3.3262872e+05       3.3261206e+05       3.3256464e+05       3.3258131e+05       3.3256197e+05       3.3257623e+05       3.3262364e+05       3.3260938e+05
    1.0200       3.3364234e+05       3.3362378e+05       3.3357270e+05       3.3359070e+05       3.3357063e+05       3.3358690e+05       3.3363799e+05       3.3362226e+05
    1.0400       3.3457113e+05       3.3455056e+05       3.3449559e+05       3.3451502e+05       3.3449416e+05       3.3451259e+05       3.3456756e+05       3.3455026e+05
    1.0600       3.3541302e+05       3.3539033e+05       3.3533124e+05       3.3535219e+05       3.3533047e+05       3.3535119e+05       3.3541028e+05       3.3539130e+05
    1.0800       3.3616616e+05       3.3614123e+05       3.3607778e+05       3.3610036e+05       3.3607772e+05       3.3610086e+05       3.3616430e+05       3.3614352e+05
    1.1000       3.3682893e+05       3.3680162e+05       3.3673359e+05       3.3675790e+05       3.3673426e+05       3.3675995e+05       3.3682798e+05       3.3680529e+05
    1.1200       3.3739994e+05       3.3737014e+05       3.3729726e+05       3.3732341e+05       3.3729869e+05       3.3732707e+05       3.3739995e+05       3.3737521e+05
    1.1400       3.3787803e+05       3.3784561e+05       3.3776763e+05       3.3779575e+05       3.3776986e+05       3.3780106e+05       3.3787904e+05       3.3785213e+05
    1.1600       3.3826227e+05       3.3822710e+05       3.3814376e+05       3.3817396e+05       3.3814680e+05       3.3818097e+05       3.3826432e+05       3.3823511e+05
    1.1800       3.3855195e+05       3.3851390e+05       3.3842493e+05       3.3845734e+05       3.3842881e+05       3.3846609e+05       3.3855507e+05       3.3852342e+05
    1.2000       3.3874659e+05       3.3870553e+05       3.3861065e+05       3.3864541e+05       3.3861540e+05       3.3865593e+05       3.3875081e+05       3.3871658e+05
    1.2200       3.3884596e+05       3.3880175e+05       3.3870069e+05       3.3873792e+05       3.3870632e+05       3.3875024e+05       3.3885131e+05       3.3881436e+05
    1.2400       3.3885000e+05       3.3880251e+05       3.3869496e+05       3.3873481e+05       3.3870149e+05       3.3874895e+05       3.3885651e+05       3.3881669e+05
    1.2600       3.3875860e+05       3.3870767e+05       3.3859331e+05       3.3863593e+05       3.3860076e+05       3.3865192e+05       3.3876628e+05       3.3872342e+05
    1.2800       3.3857194e+05       3.3851744e+05       3.3839597e+05       3.3844151e+05       3.3840434e+05       3.3845936e+05       3.3858083e+05       3.3853477e+05
    1.3000       3.3829082e+05       3.3823261e+05       3.3810373e+05       3.3815234e+05       3.3811304e+05       3.3817204e+05       3.3830092e+05       3.3825152e+05
    1.3200       3.3791622e+05       3.3785416e+05       3.3771757e+05       3.3776941e+05       3.3772783e+05       3.3779096e+05       3.3792755e+05       3.3787463e+05
    1.3400       3.3744947e+05       3.3738343e+05       3.3723883e+05       3.3729405e+05       3.3725003e+05       3.3731743e+05       3.3746204e+05       3.3740544e+05
    1.3600       3.3689204e+05       3.3682189e+05       3.3666897e+05       3.3672773e+05       3.3668111e+05       3.3675291e+05       3.3690584e+05       3.3684541e+05
    1.3800       3.3624575e+05       3.3617136e+05       3.3600981e+05       3.3607228e+05       3.3602289e+05       3.3609924e+05       3.3626079e+05       3.3619636e+05
    1.4000       3.3551263e+05       3.3543387e+05       3.3526340e+05       3.3532972e+05       3.3527740e+05       3.3535842e+05       3.3552890e+05       3.3546030e+05
    1.4200       3.3469483e+05       3.3461157e+05       3.3443186e+05       3.3450222e+05       3.3444678e+05       3.3453260e+05       3.3471232e+05       3.3463939e+05
    1.4400       3.3379481e+05       3.3370693e+05       3.3351768e+05       3.3359223e+05       3.3353350e+05       3.3362425e+05       3.3381351e+05       3.3373608e+05
    1.4600       3.3281519e+05       3.3272256e+05       3.3252346e+05       3.3260238e+05       3.3254017e+05       3.3263597e+05       3.3283508e+05       3.3275298e+05
    1.4800       3.3175876e+05       3.3166126e+05       3.3145202e+05       3.3153547e+05       3.3146959e+05       3.3157056e+05       3.3177981e+05       3.3169288e+05
    1.5000       3.3062853e+05       3.3052604e+05       3.3030636e+05       3.3039451e+05       3.3032477e+05       3.3043104e+05       3.3065072e+05       3.3055879e+05
    1.5200       3.2942765e+05       3.2932006e+05       3.2908964e+05       3.2918266e+05       3.2910886e+05       3.2922053e+05       3.2945096e+05       3.2935385e+05
    1.5400       3.2815945e+05       3.2804663e+05       3.2780519e+05       3.2790325e+05       3.2782519e+05       3.2794238e+05       3.2818383e+05       3.2808139e+05
    1.5600       3.2682742e+05       3.2670927e+05       3.2645652e+05       3.2655979e+05       3.2647727e+05       3.2660007e+05       3.2685283e+05       3.2674490e+05
    1.5800       3.2543518e+05       3.2531159e+05       3.2504726e+05       3.2515590e+05       3.2506872e+05       3.2519724e+05       3.2546159e+05       3.2534799e+05
    1.6000       3.2398651e+05       3.2385739e+05       3.2358120e+05       3.2369538e+05       3.2360333e+05       3.2373767e+05       3.2401387e+05       3.2389446e+05
    1.6200       3.2248532e+05       3.2235057e+05       3.2206225e+05       3.2218214e+05       3.2208502e+05       3.2222526e+05       3.2251359e+05       3.2238820e+05
    1.6400       3.2093563e+05       3.2079514e+05       3.2049445e+05       3.2062020e+05       3.2051781e+05       3.2066404e+05       3.2096474e+05       3.2083323e+05
    1.6600       3.1934155e+05       3.1919524e+05       3.1888193e+05       3.1901371e+05       3.1890583e+05       3.1905813e+05       3.1937146e+05       3.1923366e+05
    1.6800       3.1770730e+05       3.1755508e+05       3.1722891e+05       3.1736687e+05       3.1725329e+05       3.1741175e+05       3.1773794e+05       3.1759371e+05
    1.7000       3.1603713e+05       3.1587893e+05       3.1553966e+05       3.1568396e+05       3.1556449e+05       3.1572916e+05       3.1606845e+05       3.1591765e+05
    1.7200       3.1433539e+05       3.1417113e+05       3.1381855e+05       3.1396933e+05       3.1384377e+05       3.1401472e+05       3.1436732e+05       3.1420982e+05
    1.7400       3.1260646e+05       3.1243606e+05       3.1206997e+05       3.1222738e+05       3.1209552e+05       3.1227281e+05       3.1263893e+05       3.1247460e+05
    1.7600       3.1085476e+05       3.1067816e+05       3.1029835e+05       3.1046253e+05       3.1032418e+05       3.1050786e+05       3.1088770e+05       3.1071640e+05
    1.7800       3.0908472e+05       3.0890186e+05       3.0850815e+05       3.0867925e+05       3.0853421e+05       3.0872433e+05       3.0911807e+05       3.0893968e+05
    1.8000       3.0730083e+05       3.0711165e+05       3.0670387e+05       3.0688200e+05       3.0673010e+05       3.0692669e+05       3.0733450e+05       3.0714891e+05
    1.8200       3.0550754e+05       3.0531200e+05       3.0488999e+05       3.0507529e+05       3.0491633e+05       3.0511944e+05       3.0554147e+05       3.0534857e+05
    1.8400       3.0370935e+05       3.0350739e+05       3.0307102e+05       3.0326360e+05       3.0309741e+05       3.0330705e+05       3.0374346e+05       3.0354314e+05
    1.8600       3.0191071e+05       3.0170231e+05       3.0125145e+05       3.0145142e+05       3.0127783e+05       3.0149403e+05       3.0194492e+05       3.0173710e+05
    1.8800       3.0011609e+05       2.9990121e+05       2.9943575e+05       2.9964322e+05       2.9946205e+05       2.9968482e+05       3.0015032e+05       2.9993491e+05
    1.9000       2.9832989e+05       2.9810851e+05       2.9762835e+05       2.9784341e+05       2.9765452e+05       2.9788387e+05       2.9836407e+05       2.9814098e+05
    1.9200       2.9655648e+05       2.9632857e+05       2.9583363e+05       2.9605639e+05       2.9585962e+05       2.9609554e+05       2.9659053e+05       2.9635969e+05
    1.9400       2.9480015e+05       2.9456570e+05       2.9405592e+05       2.9428644e+05       2.9408166e+05       2.9432416e+05       2.9483398e+05       2.9459534e+05
    1.9600       2.9306511e+05       2.9282413e+05       2.9229945e+05       2.9253782e+05       2.9232488e+05       2.9257394e+05       2.9309866e+05       2.9285215e+05
    1.9800       2.9135551e+05       2.9110798e+05       2.9056838e+05       2.9081465e+05       2.9059344e+05       2.9084904e+05       2.9138868e+05       2.9113427e+05
    2.0000       2.8967537e+05       2.8942130e+05       2.8886677e+05       2.8912100e+05       2.8889140e+05       2.8915351e+05       2.8970809e+05       2.8944574e+05
    2.0200       2.8802862e+05       2.8776802e+05       2.8719856e+05       2.8746080e+05       2.8722271e+05       2.8749130e+05       2.8806081e+05       2.8779050e+05
    2.0400       2.8641908e+05       2.8615198e+05       2.8556761e+05       2.8583789e+05       2.8559122e+05       2.8586624e+05       2.8645067e+05       2.8617238e+05
    2.0600       2.8485045e+05       2.8457688e+05       2.8397764e+05       2.8425598e+05       2.8400065e+05       2.8428207e+05       2.8488136e+05       2.8459509e+05
    2.0800       2.8332632e+05       2.8304630e+05       2.8243225e+05       2.8271867e+05       2.8245463e+05       2.8274237e+05       2.8335648e+05       2.8306223e+05
    2.1000       2.8185013e+05       2.8156372e+05       2.8093494e+05       2.8122945e+05       2.8095662e+05       2.8125064e+05       2.8187948e+05       2.8157727e+05
    2.1200       2.8042524e+05       2.8013248e+05       2.7948907e+05       2.7979165e+05       2.7951001e+05       2.7981022e+05       2.8045369e+05       2.8014356e+05
    2.1400       2.7905483e+05       2.7875577e+05       2.7809787e+05       2.7840850e+05       2.7811801e+05       2.7842435e+05       2.7908232e+05       2.7876430e+05
    2.1600       2.7774196e+05       2.7743667e+05       2.7676441e+05       2.7708307e+05       2.7678372e+05       2.7709609e+05       2.7776842e+05       2.7744257e+05
