time,relative_surge,relative_sway,relative_heave,relative_roll,relative_pitch,relative_yaw
0.68,25.7302289599566,-1.93088495947791e-05,0.124050077544505,5.09466270402301e-06,-0.0277562808199225,-2.324348954588e-06
0.7,25.7316111590997,-1.9901687917212e-05,0.129356346325114,5.2522865527666e-06,-0.0290370793651782,-2.36093659333502e-06
0.72,25.732985573407,-2.04547076911865e-05,0.134585217594664,5.39939581933256e-06,-0.030311469506314,-2.38904067860149e-06
0.74,25.7343491447599,-2.09647909343857e-05,0.139722088557588,5.53516254462285e-06,-0.0315765560222319,-2.40825024379848e-06
0.76,25.7356988640012,-2.14288943034546e-05,0.144752597897553,5.65878737566957e-06,-0.0328294791775842,-2.41818334251902e-06
0.78,25.7370317762926,-2.18440528456654e-05,0.149662667903002,5.76950150414206e-06,-0.0340674205160993,-2.41848829082817e-06
0.8,25.738344985896,-2.22073880511431e-05,0.154438546136866,5.86656890684087e-06,-0.0352876082336695,-2.40884415056201e-06
0.82,25.7396356607321,-2.2516117850202e-05,0.159066844466627,5.94928852474571e-06,-0.0364873224338961,-2.38896075637545e-06
0.84,25.7409010365981,-2.27675670654293e-05,0.163534575259356,6.01699619083198e-06,-0.0376639001421123,-2.35857834863835e-06
0.86,25.742138421273,-2.29591763023507e-05,0.167829184653735,6.06906648918686e-06,-0.0388147402747699,-2.31746707464761e-06
0.88,25.7433451984464,-2.30885081613508e-05,0.171938583229059,6.10491464956089e-06,-0.0399373084915333,-2.26542639206385e-06
0.9,25.7445188314874,-2.31532506731469e-05,0.175851175335893,6.12399834139389e-06,-0.0410291419419995,-2.2022846173088e-06
0.92,25.7456568670365,-2.31512182686799e-05,0.179555888196876,6.12581988398186e-06,-0.0420878538839044,-2.12789847921404e-06
0.94,25.7467569382226,-2.30803516743094e-05,0.183042202852998,6.10992923662459e-06,-0.0431111379953771,-2.04215266294824e-06
0.96,25.7478167674277,-2.29387188124264e-05,0.186300189372334,6.0759290711992e-06,-0.0440967723158942,-1.94495942686045e-06
0.98,25.7488346882268,-2.27259224754306e-05,0.189322221766815,6.02615209830339e-06,-0.045043106870472,-1.83933748810884e-06
1,25.7498096861823,-2.24456429958053e-05,0.192104853635384,5.96313395335008e-06,-0.0459491156237869,-1.72853091648297e-06
1.02,25.7507409024294,-2.21005109963812e-05,0.194647722554524,5.8870921892868e-06,-0.0468139398460012,-1.61271305874807e-06
1.04,25.7516276935052,-2.1681098248294e-05,0.196953191488348,5.79999977204004e-06,-0.0476369416722068,-1.49039915503867e-06
1.06,25.7524697756569,-2.11708144544076e-05,0.199026407568455,5.70350022208245e-06,-0.0484178369488882,-1.35985404742521e-06
1.08,25.7532670761995,-2.05633419021467e-05,0.20087411635049,5.5975458200427e-06,-0.0491565523249897,-1.22095943396057e-06
1.1,25.7540195717701,-1.98572165128752e-05,0.202503058684869,5.48217607562448e-06,-0.04985306665782,-1.07380407558471e-06
1.12,25.7547272474438,-1.90547052589807e-05,0.203919118936096,5.35758644780659e-06,-0.0505073671582213,-9.18642536483555e-07
1.14,25.7553900735762,-1.81596867374623e-05,0.205127022603185,5.22399664511222e-06,-0.0511194254434829,-7.55801419824525e-07
1.16,25.7560079987925,-1.71757182751975e-05,0.20613051993074,5.08157099126511e-06,-0.051689191866097,-5.85598054245018e-07
1.18,25.7565809566553,-1.61050805278506e-05,0.206932836840587,4.93038194131492e-06,-0.0522166044131421,-4.08300100704477e-07
1.2,25.7571089269043,-1.49625166514511e-05,0.207537209672195,4.76874335048084e-06,-0.0527016480669338,-2.24589284593544e-07
1.22,25.7575920059169,-1.37708148724158e-05,0.207947189353841,4.59543143122307e-06,-0.0531444209764379,-3.54957071055905e-08
1.24,25.7580303774012,-1.25390135163883e-05,0.208166531148834,4.41077002656071e-06,-0.0535451067796835,1.58392220367285e-07
1.26,25.758424264872,-1.12701473931054e-05,0.208198971039685,4.21496769035813e-06,-0.0539039294695669,3.56706255026045e-07
1.28,25.7587738926849,-9.96319304924498e-06,0.208048077388623,4.00803170135191e-06,-0.0542211165899904,5.59238494541444e-07
1.3,25.7590794608377,-8.61574244837016e-06,0.20771723670994,3.7899091844596e-06,-0.0544968759603898,7.65841821030729e-07
1.32,25.7593411380191,-7.22616285742106e-06,0.207209750737888,3.5605813397542e-06,-0.0547313898481622,9.76347383013025e-07
1.34,25.7595590685551,-5.79455074145585e-06,0.206528965493907,3.32011105647017e-06,-0.0549248220334947,1.19052602557286e-06
1.36,25.7597333851385,-4.32256999793879e-06,0.205678354693863,3.06864085110232e-06,-0.055077329795619,1.40809190987453e-06
1.38,25.7598642200037,-2.81272130386867e-06,0.204661519852681,2.80636132118711e-06,-0.0551890738636693,1.62872854156316e-06
1.4,25.7599517106057,-1.26758620488943e-06,0.203482117283105,2.53347581512415e-06,-0.0552602228295779,1.85211677127142e-06
1.42,25.7599959995614,3.10640105638527e-07,0.20214375346576,2.25017787559496e-06,-0.055290952125704,2.07795264892762e-06
1.44,25.7599972309613,1.9202486729597e-06,0.200649895427138,1.95664412024462e-06,-0.0552814398346859,2.30595201096017e-06
1.46,25.7599555457985,3.55986823485921e-06,0.199003826606616,1.65303991351781e-06,-0.0552318620555883,2.53584592858509e-06
1.48,25.7598710786495,5.22823652282511e-06,0.197208653639477,1.33953009837517e-06,-0.0551423897959491,2.76737306743082e-06
1.5,25.7597439564981,6.92401607871318e-06,0.195267348367799,1.01628835217939e-06,-0.0550131880725884,3.00027347044559e-06
1.52,25.7595742994468,8.64571405045922e-06,0.193182799945304,6.83502901540568e-07,-0.0548444167983644,3.23428590687848e-06
1.54,25.7593622224416,1.0391693875178e-05,0.1909578547119,3.41377972639074e-07,-0.0546362324962668,3.46914841373003e-06
1.56,25.7591078370135,1.21602349558714e-05,0.188595331923808,-9.8676416621023e-09,-0.0543887898568907,3.70460046997535e-06
1.58,25.7588112523593,1.39495982143245e-05,0.18609801527463,-3.70003158354188e-07,-0.0541022425318959,3.94038536662897e-06
1.6,25.7584725756133,1.57580680841818e-05,0.183468628907895,-7.38788032166711e-07,-0.0537767430985966,4.1762517946317e-06
1.62,25.7580919114746,1.75839653344667e-05,0.180709809429525,-1.11597323736894e-06,-0.0534124424312295,4.41195444497687e-06
1.64,25.7576693620674,1.94256407919369e-05,0.17782408438844,-1.5013007192235e-06,-0.0530094893483146,4.64725247967518e-06
1.66,25.7572050252043,2.12814617555068e-05,0.174813859633256,-1.89450490431172e-06,-0.0525680288816335,4.88191239577282e-06
1.68,25.7566989944511,2.3149803801914e-05,0.17168141755135,-2.29531155291956e-06,-0.0520882022701638,5.11570744605751e-06
1.7,25.7561513606128,2.50290438614797e-05,0.168428927519729,-2.70343629913832e-06,-0.0515701483291522,5.34841526292859e-06
1.72,25.7555622117871,2.6917562989226e-05,0.165058456444015,-3.1185858568154e-06,-0.0510140035190764,5.57982177401044e-06
1.74,25.7549316339702,2.88137527686416e-05,0.161571977652174,-3.54045706096558e-06,-0.0504199025066283,5.80972022760059e-06
1.76,25.754259711754,3.07160276040719e-05,0.157971375604879,-3.96873554056261e-06,-0.0497879787869601,6.03791074967162e-06
1.78,25.7535465291434,3.26227991234163e-05,0.154258447315417,-4.40310331685339e-06,-0.0491183653995522,6.26419640525569e-06
1.8,25.7527921697793,3.45324700710137e-05,0.150434899235289,-4.84323026322818e-06,-0.0484111950840762,6.48838962645203e-06
1.82,25.7519967177625,3.64435869535384e-05,0.146502343527424,-5.28875867153011e-06,-0.0476666009874489,6.71031972028015e-06
1.84,25.751160259167,3.83547893161307e-05,0.142462297946094,-5.73932834974363e-06,-0.0468847180262969,6.92982799005658e-06
1.86,25.7502828852136,4.02646736183954e-05,0.138316192809461,-6.19458039086488e-06,-0.0460656857995523,7.14677065419465e-06
1.88,25.749364715524,4.21719457115444e-05,0.134065428648829,-6.65420457446659e-06,-0.0452096700139682,7.36112243674622e-06
1.9,25.7484063585449,4.40755034443185e-05,0.12971236098045,-7.11764403279519e-06,-0.0443172859178846,7.5726051925089e-06
1.92,25.7474089825158,4.5974305313834e-05,0.12526157699362,-7.58453457778788e-06,-0.0433896676197243,7.78138640108795e-06
1.94,25.7463735467104,4.78690762637513e-05,0.120719044287623,-8.05391963218839e-06,-0.0424277629624162,7.9876530198058e-06
1.96,25.7453012489728,4.97588583385777e-05,0.116092548245127,-8.52463037519607e-06,-0.0414327412454919,8.19063711921881e-06
1.98,25.7441938051883,5.16495629589997e-05,0.111393150258029,-8.9942509167778e-06,-0.0404062514711918,8.3915486944351e-06
2,25.7430529534527,5.3549661529928e-05,0.106633481429617,-9.460922353265e-06,-0.0393499617198821,8.59129266973328e-06
2.02,25.7418807987881,5.54636745722092e-05,0.101827488650196,-9.92357911927039e-06,-0.0382658702219878,8.7883951747484e-06
